subject	stream	bias	kappa	number	dv	dv_abs	dv_abs_k1	mapmax_bias	mapmax_kappa
18	single	0.13076923076923075	0.1353352832366127	2	-0.937195733689101	0.937195733689101	0.6192307692307693	0.15384615384615385	1.4918246976412708
18	single	0.13076923076923075	0.1353352832366127	3	-0.873856531642863	0.873856531642863	0.36923076923076925	0.15384615384615385	1.4918246976412708
18	single	0.13076923076923075	0.1353352832366127	4	-0.7498989667154355	0.7498989667154355	0.11923076923076925	0.15384615384615385	1.4918246976412708
18	single	0.13076923076923075	0.1353352832366127	5	0.759332574390936	0.759332574390936	0.13076923076923075	0.15384615384615385	1.4918246976412708
18	single	0.13076923076923075	0.1353352832366127	6	0.8775032875986469	0.8775032875986469	0.38076923076923075	0.15384615384615385	1.4918246976412708
18	single	0.13076923076923075	0.1353352832366127	7	0.9395403092525495	0.9395403092525495	0.6307692307692307	0.15384615384615385	1.4918246976412708
18	single	0.13076923076923075	0.1353352832366127	8	0.982964653619605	0.982964653619605	0.8807692307692307	0.15384615384615385	1.4918246976412708
18	single	0.13076923076923075	0.1353352832366127	9	1.0167715434153284	1.0167715434153284	1.1307692307692307	0.15384615384615385	1.4918246976412708
18	dual	0.5	1.1309714154026906	1	-0.4566081718461456	0.4566081718461456	0.5	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	2	-0.20849102259667926	0.20849102259667926	0.25	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	3	0.0	0.0	0.0	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	4	0.20849102259667926	0.20849102259667926	0.25	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	5	0.4566081718461456	0.4566081718461456	0.5	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	6	0.722267145673886	0.722267145673886	0.75	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	7	1.0	1.0	1.0	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	8	1.2870708505971984	1.2870708505971984	1.25	0.5	1.9678135965090222
18	dual	0.5	1.1309714154026906	9	1.581809503657447	1.581809503657447	1.5	0.5	1.9678135965090222
19	single	0.03846153846153855	7.38905609893065	1	-0.7484102043932078	0.7484102043932078	0.9615384615384615	0.15384615384615385	1.4918246976412708
